Fighter1,F1_Height,F1_Weight,F1_Reach,F1_DOB,F1_profile_url,Fighter2,F2_Height,F2_Weight,F2_Reach,F2_DOB,F2_profile_url,F1_result,F2_result,F1_KD,F2_KD,F1_SS_hit,F1_SS_att,F2_SS_hit,F2_SS_att,F1_totalStrikes_hit,F1_totalStrikes_att,F2_totalStrikes_hit,F2_totalStrikes_att,F1_TD_conv,F1_TD_att,F2_TD_conv,F2_TD_att,F1_Sub,F2_Sub,F1_pass,F2_pass,F1_rev,F2_rev,F1_head_hit,F1_head_att,F2_head_hit,F2_head_att,F1_body_conv,F1_body_att,F2_body_conv,F2_body_att,F1_leg_conv,F1_leg_att,F2_leg_conv,F2_leg_att,F1_distance_conv,F1_distance_att,F2_distance_conv,F2_distance_att,F1_clinch_conv,F1_clinch_att,F2_clinch_conv,F2_clinch_att,F1_ground_conv,F1_ground_att,F2_ground_conv,F2_ground_att,Date,Location,Attendance
Deron Winn,66,185,70,1989-06-13 00:00:00,http://www.ufcstats.com/fighter-details/483a953b18d73bb3,Darren Stewart,72.0,185.0,74.0,1990-12-30 00:00:00,http://www.ufcstats.com/fighter-details/a17ad5a5048e8c3f,L,W,0,0,29,53,57,119,66,98,77,140,6,15,1,1,0,0,1,0,1,0,25,49,54,115,1,1,3,4,3,3,0,0,11,31,31,88,7,11.0,14.0,17.0,11.0,11.0,12.0,14.0,2019-10-18,"Boston, Massachusetts, USA",12066
Charles Rosa,69,145,69,1986-08-24 00:00:00,http://www.ufcstats.com/fighter-details/40093d1d2d78394e,Manny Bermudez,70.0,135.0,71.0,1994-07-16 00:00:00,http://www.ufcstats.com/fighter-details/2dc1bc1a02961656,W,L,0,0,6,8,27,38,8,11,37,49,0,0,1,1,1,0,0,1,0,0,1,3,25,36,2,2,2,2,3,3,0,0,6,8,1,5,0,0.0,0.0,1.0,0.0,0.0,26.0,32.0,2019-10-18,"Boston, Massachusetts, USA",12066
Molly McCann,64,125,62,1990-05-04 00:00:00,http://www.ufcstats.com/fighter-details/51018a31ddf31eb2,Diana Belbita,67.0,135.0,,,http://www.ufcstats.com/fighter-details/d7e40dca3ae125be,W,L,0,0,113,238,98,252,126,252,104,260,5,14,1,1,1,0,5,0,0,0,86,199,58,201,17,24,23,31,10,15,17,20,73,177,76,219,8,14.0,18.0,29.0,32.0,47.0,4.0,4.0,2019-10-18,"Boston, Massachusetts, USA",12066
Kyle Bochniak,67,145,70,1987-02-05 00:00:00,http://www.ufcstats.com/fighter-details/c5af5750e8bae4f0,Sean Woodson,75.0,145.0,79.0,1992-06-07 00:00:00,http://www.ufcstats.com/fighter-details/4682bc59d5f55145,L,W,0,0,42,151,111,251,52,161,150,290,1,15,0,0,0,0,0,0,0,0,17,113,93,231,15,26,8,10,10,12,10,10,32,137,104,243,10,14.0,7.0,8.0,0.0,0.0,0.0,0.0,2019-10-18,"Boston, Massachusetts, USA",12066
Randy Costa,69,135,73,1994-07-06 00:00:00,http://www.ufcstats.com/fighter-details/325ad0dd9126d3df,Boston Salmon,69.0,135.0,69.0,1990-11-20 00:00:00,http://www.ufcstats.com/fighter-details/98e946879ba20c0f,W,L,2,0,22,44,12,22,23,45,16,26,0,0,0,1,0,0,0,0,0,0,21,41,4,13,1,3,7,8,0,0,1,1,19,36,11,21,0,1.0,1.0,1.0,3.0,7.0,0.0,0.0,2019-10-18,"Boston, Massachusetts, USA",12066
Court McGee,71,170,75,1984-12-12 00:00:00,http://www.ufcstats.com/fighter-details/523fa774700d7d3f,Sean Brady,69.0,170.0,,1992-11-23 00:00:00,http://www.ufcstats.com/fighter-details/45f7cb591c3ab00b,L,W,0,1,107,291,119,210,128,313,148,240,0,6,2,3,0,0,0,0,0,0,71,236,85,168,12,29,8,13,24,26,26,29,101,282,116,203,6,9.0,3.0,6.0,0.0,0.0,0.0,1.0,2019-10-18,"Boston, Massachusetts, USA",12066
Brendan Allen,74,185,75,1995-12-28 00:00:00,http://www.ufcstats.com/fighter-details/2f181c0467965b98,Kevin Holland,75.0,185.0,81.0,1992-11-05 00:00:00,http://www.ufcstats.com/fighter-details/3a46b268013afede,W,L,0,0,10,22,22,38,23,41,37,55,2,3,1,1,4,1,5,2,2,1,7,19,14,27,1,1,5,6,2,2,3,5,5,14,12,26,1,1.0,0.0,0.0,4.0,7.0,10.0,12.0,2019-10-18,"Boston, Massachusetts, USA",12066
Daniel Spitz,79,245,82,1990-07-31 00:00:00,http://www.ufcstats.com/fighter-details/f86cb5f25d545e0e,Tanner Boser,74.0,255.0,75.0,1991-08-02 00:00:00,http://www.ufcstats.com/fighter-details/04c8b08b16a5b99e,L,W,0,0,32,108,93,151,32,108,93,151,0,0,0,0,0,0,0,0,0,0,20,83,33,86,6,16,25,27,6,9,35,38,32,108,93,151,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-10-18,"Boston, Massachusetts, USA",12066
Joanna Jedrzejczyk,66,125,65,1987-08-18 00:00:00,http://www.ufcstats.com/fighter-details/3d6749c4267da18f,Michelle Waterson,63.0,115.0,62.0,1986-01-06 00:00:00,http://www.ufcstats.com/fighter-details/eb04b9d31e938edb,W,L,0,0,180,300,58,160,226,347,71,174,3,5,1,9,1,1,0,1,0,0,48,136,25,84,54,74,12,40,78,90,21,36,132,246,44,141,48,54.0,14.0,19.0,0.0,0.0,0.0,0.0,2019-10-12,"Tampa, Florida, USA",10597
Cub Swanson,68,145,70,1983-11-02 00:00:00,http://www.ufcstats.com/fighter-details/d247691a6c0e9034,Kron Gracie,69.0,145.0,70.0,1988-07-11 00:00:00,http://www.ufcstats.com/fighter-details/242d36d241b43c12,W,L,0,0,135,288,86,200,143,296,109,225,0,0,0,2,0,0,0,0,0,0,84,215,73,177,40,58,4,8,11,15,9,15,110,252,74,182,24,34.0,11.0,16.0,1.0,2.0,1.0,2.0,2019-10-12,"Tampa, Florida, USA",10597
Niko Price,72,170,76,1989-09-29 00:00:00,http://www.ufcstats.com/fighter-details/d8da10db80131bec,James Vick,75.0,155.0,76.0,1987-02-23 00:00:00,http://www.ufcstats.com/fighter-details/6256b2b1562cb8e1,W,L,1,0,11,22,9,18,15,28,10,19,0,1,0,0,0,0,1,0,0,0,10,21,6,15,0,0,1,1,1,1,2,2,2,9,5,11,0,0.0,0.0,0.0,9.0,13.0,4.0,7.0,2019-10-12,"Tampa, Florida, USA",10597
Mackenzie Dern,64,115,63,1993-03-24 00:00:00,http://www.ufcstats.com/fighter-details/7447e9f28508106a,Amanda Ribas,63.0,115.0,66.0,1993-08-26 00:00:00,http://www.ufcstats.com/fighter-details/beecb672a279223e,L,W,0,0,20,145,74,206,50,175,84,216,0,6,2,2,0,0,0,0,0,0,16,135,40,163,3,8,21,28,1,2,13,15,19,144,72,203,0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,2019-10-12,"Tampa, Florida, USA",10597
Matt Frevola,69,155,71,1990-06-11 00:00:00,http://www.ufcstats.com/fighter-details/dccb63727f2f5f74,Luis Pena,75.0,155.0,75.0,1993-07-05 00:00:00,http://www.ufcstats.com/fighter-details/2844b047183a1adb,W,L,0,0,48,110,51,120,51,115,60,129,4,7,1,2,0,2,1,1,0,3,27,82,43,104,10,17,7,15,11,11,1,1,46,105,37,101,2,5.0,8.0,10.0,0.0,0.0,6.0,9.0,2019-10-12,"Tampa, Florida, USA",10597
Eryk Anders,73,205,75,1987-04-21 00:00:00,http://www.ufcstats.com/fighter-details/cad24459b28592ca,Gerald Meerschaert,73.0,185.0,77.0,1987-12-18 00:00:00,http://www.ufcstats.com/fighter-details/6ac9bc2953c47345,W,L,0,0,64,178,72,202,64,178,72,202,0,0,0,1,0,0,0,0,0,0,31,132,56,185,14,22,13,14,19,24,3,3,61,173,71,201,2,2.0,1.0,1.0,1.0,3.0,0.0,0.0,2019-10-12,"Tampa, Florida, USA",10597
Ryan Spann,77,205,79,1991-08-24 00:00:00,http://www.ufcstats.com/fighter-details/a67f5afa8d6a1b80,Devin Clark,72.0,205.0,75.0,1990-04-12 00:00:00,http://www.ufcstats.com/fighter-details/cc7040fe76f0ef91,W,L,0,0,17,48,17,37,17,48,22,42,0,1,2,3,1,0,0,0,0,0,14,44,8,27,3,4,7,8,0,0,2,2,8,36,11,29,9,12.0,6.0,8.0,0.0,0.0,0.0,0.0,2019-10-12,"Tampa, Florida, USA",10597
Mike Davis,,,,,http://www.ufcstats.com/fighter-details/c8661e204c66f325,Thomas Gifford,73.0,155.0,75.0,1992-07-26 00:00:00,http://www.ufcstats.com/fighter-details/e7f51d9f9e9259e7,W,L,2,0,139,222,88,242,141,224,89,243,2,2,0,2,0,0,1,0,0,0,96,166,45,189,32,40,18,23,11,16,25,30,98,173,80,229,17,18.0,8.0,11.0,24.0,31.0,0.0,2.0,2019-10-12,"Tampa, Florida, USA",10597
Max Griffin,71,170,76,1985-11-29 00:00:00,http://www.ufcstats.com/fighter-details/b0d6a1d8ac3d563d,Alex Morono,71.0,170.0,72.0,1990-08-16 00:00:00,http://www.ufcstats.com/fighter-details/cdb96af67d096b1e,L,W,0,1,75,166,81,255,94,189,87,261,4,5,0,1,0,0,1,0,0,0,37,115,60,229,33,45,11,15,5,6,10,11,69,156,68,237,5,9.0,12.0,16.0,1.0,1.0,1.0,2.0,2019-10-12,"Tampa, Florida, USA",10597
Deiveson Figueiredo,65,125,68,1987-12-18 00:00:00,http://www.ufcstats.com/fighter-details/aa72b0f831d0bfe5,Tim Elliott,67.0,135.0,66.0,1986-12-24 00:00:00,http://www.ufcstats.com/fighter-details/c96d9178c9ed9e62,W,L,0,0,8,13,26,38,8,13,33,45,0,1,1,3,1,0,0,0,0,0,8,13,10,16,0,0,1,5,0,0,15,17,6,10,20,28,2,3.0,6.0,10.0,0.0,0.0,0.0,0.0,2019-10-12,"Tampa, Florida, USA",10597
Marlon Vera,68,135,70,1992-12-02 00:00:00,http://www.ufcstats.com/fighter-details/7c7332319c14094c,Andre Ewell,68.0,135.0,75.0,1988-01-21 00:00:00,http://www.ufcstats.com/fighter-details/5f6f049d54728e88,W,L,0,0,80,133,50,131,87,140,67,148,0,1,0,1,2,0,0,0,0,0,41,83,38,112,19,26,11,18,20,24,1,1,51,95,49,124,15,21.0,1.0,6.0,14.0,17.0,0.0,1.0,2019-10-12,"Tampa, Florida, USA",10597
Miguel Baeza,74,170,74,1992-08-23 00:00:00,http://www.ufcstats.com/fighter-details/82d4c957649faf9b,Hector Aldana,71.0,170.0,72.0,1988-08-17 00:00:00,http://www.ufcstats.com/fighter-details/c487223b0289bda9,W,L,1,0,35,61,8,42,35,61,8,42,1,1,0,0,0,0,0,0,0,0,16,38,2,30,3,7,0,4,16,16,6,8,29,51,8,42,0,0.0,0.0,0.0,6.0,10.0,0.0,0.0,2019-10-12,"Tampa, Florida, USA",10597
Marvin Vettori,72,185,74,1993-09-20 00:00:00,http://www.ufcstats.com/fighter-details/7acbb0972e75281a,Andrew Sanchez,73.0,185.0,74.0,1988-04-08 00:00:00,http://www.ufcstats.com/fighter-details/fccf811c1e8b01c7,W,L,0,0,85,205,39,185,86,206,39,185,0,0,0,2,0,0,0,0,0,0,72,187,21,146,10,14,6,17,3,4,12,22,74,188,38,183,11,17.0,1.0,2.0,0.0,0.0,0.0,0.0,2019-10-12,"Tampa, Florida, USA",10597
JJ Aldrich,65,125,67,1992-09-29 00:00:00,http://www.ufcstats.com/fighter-details/6fd953151d981979,Lauren Mueller,65.0,125.0,67.0,1991-11-15 00:00:00,http://www.ufcstats.com/fighter-details/f923e012414c883e,W,L,0,0,74,160,54,147,78,164,60,153,1,2,1,1,0,0,1,0,0,0,59,142,34,117,10,11,10,20,5,7,10,10,70,151,52,145,4,9.0,2.0,2.0,0.0,0.0,0.0,0.0,2019-10-12,"Tampa, Florida, USA",10597
Robert Whittaker,72,185,73,1990-12-20 00:00:00,http://www.ufcstats.com/fighter-details/e1147d3d2dabe1ce,Israel Adesanya,76.0,185.0,80.0,1989-07-22 00:00:00,http://www.ufcstats.com/fighter-details/1338e2c7480bdf9e,L,W,0,2,32,116,40,95,32,116,40,95,0,0,0,0,0,0,0,0,0,0,20,97,27,80,3,5,6,8,9,14,7,7,32,116,37,91,0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,2019-10-05,"Melbourne, Victoria, Australia",57127
